Comments,Surrounding Code Context,Class
This class implements a Trie data structure for efficient storage and retrieval of strings.,"class TrieNode: def __init__(self): self.children = {} self.is_end_of_word = False class Trie: def __init__(self): self.root = TrieNode() def insert(self, word): node = self.root for char in word: if char not in node.children: node.children[char] = TrieNode() node = node.children[char] node.is_end_of_word = True",Useful
Rotates an array to the right by k steps.,"function rotateArray(arr, k) { const n = arr.length; k = k % n; const rotated = arr.slice(n - k).concat(arr.slice(0, n - k)); return rotated; }",Useful
Computes the length of the longest common subsequence between two strings.,"def longest_common_subsequence(str1, str2): m, n = len(str1), len(str2) dp = [[0] * (n + 1) for _ in range(m + 1)] for i in range(1, m + 1): for j in range(1, n + 1): if str1[i - 1] == str2[j - 1]: dp[i][j] = dp[i - 1][j - 1] + 1 else: dp[i][j] = max(dp[i - 1][j], dp[i][j - 1]) return dp[m][n]",Useful
Calculates the factorial using recursion.,fn factorial(n: u64) -> u64 { if n <= 1 { 1 } else { n * factorial(n - 1) } },Useful
This class implements a segment tree for range query problems.,"class SegmentTree: def __init__(self, data): self.n = len(data) self.tree = [0] * (2 * self.n) for i in range(self.n): self.tree[self.n + i] = data[i] for i in range(self.n - 1, 0, -1): self.tree[i] = self.tree[i << 1] + self.tree[i << 1 | 1]",Useful
Shuffles an array randomly.,"function shuffleArray(arr) { for (let i = arr.length - 1; i > 0; i--) { const j = Math.floor(Math.random() * (i + 1)); [arr[i], arr[j]] = [arr[j], arr[i]]; } return arr; }",Useful
Counts the number of inversions in an array using merge sort.,"def count_inversions(arr): def merge_count_split_inv(arr, temp_arr, left, mid, right): i = left    j = mid    k = left    inv_count = 0 while i <= mid - 1 and j <= right: if arr[i] <= arr[j]: temp_arr[k] = arr[i] i += 1 else: temp_arr[k] = arr[j] inv_count += (mid - i) j += 1 k += 1 while i <= mid - 1: temp_arr[k] = arr[i] i += 1 k += 1 while j <= right: temp_arr[k] = arr[j] j += 1 k += 1 for i in range(left, right + 1): arr[i] = temp_arr[i] return inv_count",Useful
Sorts an array using the bubble sort algorithm.,"pub fn bubble_sort(arr: &mut [i32]) { let n = arr.len(); for i in 0..n { for j in 0..n - 1 - i { if arr[j] > arr[j + 1] { arr.swap(j, j + 1); } } } }",Useful
Generates the first n Fibonacci numbers.,"function getFibonacci(n) { let a = 0, b = 1; const result = []; for (let i = 0; i < n; i++) { result.push(a); [a, b] = [b, a + b]; } return result; }",Useful
Finds the top k most frequent elements in a list.,"def top_k_frequent(nums, k): count = collections.Counter(nums) return [item for item, freq in count.most_common(k)]",Useful
This class implements a Least Recently Used (LRU) cache.,"class LRUCache: def __init__(self, capacity: int): self.cache = {} self.capacity = capacity self.order = [] def get(self, key: int) -> int: if key in self.cache: self.order.remove(key) self.order.append(key) return self.cache[key] return -1 def put(self, key: int, value: int) -> None: if key in self.cache: self.order.remove(key) else: if len(self.order) >= self.capacity: oldest = self.order.pop(0) del self.cache[oldest] self.cache[key] = value self.order.append(key)",Useful
"This function implements the merge sort algorithm, which is a recursive sorting technique that divides the input array into halves.",def merge_sort(arr): if len(arr) > 1: mid = len(arr) // 2 left_half = arr[:mid] right_half = arr[mid:] merge_sort(left_half) merge_sort(right_half) i = j = k = 0 while i < len(left_half) and j < len(right_half): if left_half[i] < right_half[j]: arr[k] = left_half[i] i += 1 else: arr[k] = right_half[j] j += 1 k += 1 while i < len(left_half): arr[k] = left_half[i] i += 1 k += 1 while j < len(right_half): arr[k] = right_half[j] j += 1 k += 1,Useful
This function calculates a number in the Fibonacci sequence.,function fibonacci(n) { if (n <= 1) return n; return fibonacci(n - 1) + fibonacci(n - 2); },Not Useful
This class represents a node in a binary tree.,"class Node: def __init__(self, key): self.left = None self.right = None self.val = key def insert(root, key): if root is None: return Node(key) else: if root.val < key: root.right = insert(root.right, key) else: root.left = insert(root.left, key) return root",Not Useful
This struct defines a point in a 2D space and includes a method to calculate the distance to another point.,"pub struct Point { x: f64, y: f64 } impl Point { pub fn distance(&self, other: &Point) -> f64 { ((self.x - other.x).powi(2) + (self.y - other.y).powi(2)).sqrt() } }",Useful
This class is designed to represent a graph using adjacency lists.,"class Graph: def __init__(self): self.graph = {} def add_edge(self, u, v): if u in self.graph: self.graph[u].append(v) else: self.graph[u] = [v]",Useful
"This function sorts an array using the quicksort algorithm, which is a divide-and-conquer approach.",def quicksort(arr): if len(arr) <= 1: return arr pivot = arr[len(arr) // 2] left = [x for x in arr if x < pivot] middle = [x for x in arr if x == pivot] right = [x for x in arr if x > pivot] return quicksort(left) + middle + quicksort(right),Useful
This function calculates the factorial of a number using Rust's range and product methods.,fn factorial(n: u64) -> u64 { (1..=n).product() },Useful
This function implements the binary search algorithm to find the index of a target value in a sorted array.,"def binary_search(arr, target): low = 0 high = len(arr) - 1 while low <= high: mid = (low + high) // 2 if arr[mid] < target: low = mid + 1 elif arr[mid] > target: high = mid - 1 else: return mid return -1",Useful
This function checks if a given string is a palindrome.,function isPalindrome(str) { return str === str.split('').reverse().join(''); },Not Useful
This function retrieves data from a given URL and returns it as a JSON object.,async function fetchData(url) { const response = await fetch(url); const data = await response.json(); return data; },Useful
This class implements a basic stack data structure with push and pop operations.,"class Stack: def __init__(self): self.items = [] def push(self, item): self.items.append(item) def pop(self): return self.items.pop() if not self.is_empty() else 'Stack is empty' def is_empty(self): return len(self.items) == 0",Useful
This function counts the number of vowels in a given string.,def count_vowels(s): return sum(1 for char in s if char.lower() in 'aeiou'),Useful
This struct represents a rectangle and provides a method to calculate its area.,"struct Rectangle { width: f64, height: f64 } impl Rectangle { pub fn area(&self) -> f64 { self.width * self.height } }",Useful
This function implements Dijkstra's algorithm for finding the shortest paths in a weighted graph.,"def dijkstra(graph, start): shortest_path = {vertex: float('infinity') for vertex in graph} shortest_path[start] = 0 priority_queue = [(0, start)] while priority_queue: current_distance, current_vertex = heapq.heappop(priority_queue) for neighbor, weight in graph[current_vertex].items(): distance = current_distance + weight if distance < shortest_path[neighbor]: shortest_path[neighbor] = distance heapq.heappush(priority_queue, (distance, neighbor)) return shortest_path",Useful
This function merges two arrays and removes duplicates.,"function mergeArrays(arr1, arr2) { return [...new Set([...arr1, ...arr2])]; }",Useful
This function calculates the coefficients of a simple linear regression model.,"def linear_regression(x, y): n = len(x) m_x, m_y = sum(x) / n, sum(y) / n SS_xy = sum(y[i] * x[i] for i in range(n)) - n * m_y * m_x SS_xx = sum(x[i] * x[i] for i in range(n)) - n * m_x * m_x b_1 = SS_xy / SS_xx b_0 = m_y - b_1 * m_x return b_0, b_1",Useful
This class implements a binary tree with an insert method.,"class BinaryTree: def __init__(self, root): self.root = root self.left = None self.right = None def insert(self, value): if self.root: if value < self.root: if self.left is None: self.left = BinaryTree(value) else: self.left.insert(value) else: if self.right is None: self.right = BinaryTree(value) else: self.right.insert(value)",Useful
This function checks if a string has all unique characters using a HashSet.,fn unique_characters(s: &str) -> bool { let mut chars = std::collections::HashSet::new(); for c in s.chars() { if !chars.insert(c) { return false; } } true },Useful
This function solves the 0/1 knapsack problem using dynamic programming.,"def knapsack(weights, values, capacity): n = len(values) dp = [[0 for _ in range(capacity + 1)] for _ in range(n + 1)] for i in range(n + 1): for w in range(capacity + 1): if i == 0 or w == 0: dp[i][w] = 0 elif weights[i-1] <= w: dp[i][w] = max(values[i-1] + dp[i-1][w - weights[i-1]], dp[i-1][w]) else: dp[i][w] = dp[i-1][w] return dp[n][capacity]",Useful
This function creates a debounced version of a function that delays its execution.,"function debounce(func, wait) { let timeout; return function executedFunction(...args) { const later = () => { timeout = null; func(...args); }; clearTimeout(timeout); timeout = setTimeout(later, wait); }; };",Useful
This function performs a breadth-first search on a graph starting from a specified vertex.,"def bfs(graph, start): visited = set() queue = [start] while queue: vertex = queue.pop(0) if vertex not in visited: visited.add(vertex) queue.extend(set(graph[vertex]) - visited) return visited",Useful
This class implements a basic queue data structure with enqueue and dequeue operations.,"class Queue: def __init__(self): self.items = [] def enqueue(self, item): self.items.insert(0, item) def dequeue(self): return self.items.pop() if not self.is_empty() else 'Queue is empty' def is_empty(self): return len(self.items) == 0",Useful
This function rotates a square matrix 90 degrees clockwise.,"def rotate_matrix(matrix): n = len(matrix) for i in range(n): for j in range(i, n): matrix[i][j], matrix[j][i] = matrix[j][i], matrix[i][j] for i in range(n): matrix[i].reverse() return matrix",Useful
This function calculates the greatest common divisor using recursion.,"fn gcd(a: u64, b: u64) -> u64 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
This class implements a simple counter with increment and get methods.,class Counter: def __init__(self): self.count = 0 def increment(self): self.count += 1 def get_count(self): return self.count,Useful
This function flattens a nested array into a single array.,"function flattenArray(arr) { return arr.reduce((flat, toFlatten) => flat.concat(Array.isArray(toFlatten) ? flattenArray(toFlatten) : toFlatten), []); }",Useful
This function generates all possible permutations of a list of numbers.,def permute(nums): if len(nums) == 0: return [[]] return [[nums[i]] + p for i in range(len(nums)) for p in permute(nums[:i] + nums[i+1:])],Useful
This class implements a min-heap data structure with insert functionality.,"class MinHeap: def __init__(self): self.heap = [] def parent(self, i): return (i - 1) // 2 def left(self, i): return 2 * i + 1 def right(self, i): return 2 * i + 2 def insert(self, key): self.heap.append(key) i = len(self.heap) - 1 while i != 0 and self.heap[self.parent(i)] > self.heap[i]: self.heap[self.parent(i)], self.heap[i] = self.heap[i], self.heap[self.parent(i)] i = self.parent(i)",Useful
This function checks if two strings are anagrams of each other.,"def is_anagram(str1, str2): return sorted(str1) == sorted(str2)",Not Useful
This function performs binary search on a sorted array.,"fn binary_search(arr: &[i32], target: i32) -> Option<usize> { let mut low = 0; let mut high = arr.len() as isize - 1; while low <= high { let mid = (low + high) / 2; if arr[mid as usize] == target { return Some(mid as usize); } else if arr[mid as usize] < target { low = mid + 1; } else { high = mid - 1; } } None }",Useful
This function sorts an array using the selection sort algorithm.,"def selection_sort(arr): for i in range(len(arr)): min_idx = i for j in range(i+1, len(arr)): if arr[j] < arr[min_idx]: min_idx = j arr[i], arr[min_idx] = arr[min_idx], arr[i]",Not Useful
This function creates a delay for a specified number of milliseconds.,"async function delay(ms) { return new Promise(resolve => setTimeout(resolve, ms)); }",Useful
This function finds the length of the longest common subsequence between two strings using dynamic programming.,"def lcs(X, Y): m = len(X) n = len(Y) L = [[0] * (n + 1) for _ in range(m + 1)] for i in range(m + 1): for j in range(n + 1): if i == 0 or j == 0: L[i][j] = 0 elif X[i - 1] == Y[j - 1]: L[i][j] = L[i - 1][j - 1] + 1 else: L[i][j] = max(L[i - 1][j], L[i][j - 1]) return L[m][n]",Useful
This is a class for an AVL Tree.,"class AVLTree: def __init__(self): self.root = None def insert(self, key): # code to insert and balance the AVL tree",Not Useful
This function limits the rate at which a function can fire.,"function throttle(func, limit) { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan || (Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } } };",Useful
"Applies a discount to a list of prices, ensuring that only positive prices are processed.","def apply_discount(prices, discount): return [price - (price * discount) for price in prices if price > 0]",Useful
Combines two dictionaries into one.,"def merge_dicts(dict1, dict2): return {**dict1, **dict2}",Not Useful
Limits the rate at which a function can fire.,"function debounce(func, wait) { let timeout; return function executedFunction(...args) { const later = () => { timeout = null; if (args.length) func(...args); }; clearTimeout(timeout); timeout = setTimeout(later, wait); }; }; }",Useful
Calculates the midpoint between two points.,"struct Point { int x; int y; }; Point midpoint(Point p1, Point p2) { return { (p1.x + p2.x) / 2, (p1.y + p2.y) / 2 }; }",Useful
Fetches data from a URL and returns it as JSON.,const fetchData = async (url) => { const response = await fetch(url); return await response.json(); };,Not Useful
Flattens a nested list into a single list.,def flatten(nested_list): return [item for sublist in nested_list for item in sublist],Useful
Reverses a linked list.,class Node { public: int data; Node* next; }; Node* reverse(Node* head) { Node* prev = nullptr; while (head) { Node* next = head->next; head->next = prev; prev = head; head = next; } return prev; },Not Useful
Ensures a function is called at most once in a specified time interval.,"const throttle = (func, limit) => { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan) { func.apply(context, args); lastRan = Date.now(); } else { clearTimeout(lastFunc); lastFunc = setTimeout(() => { if ((Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } }, limit - (Date.now() - lastRan)); } }; };",Useful
Checks if a string is a palindrome.,def is_palindrome(s): return s == s[::-1],Not Useful
Finds all prime factors of a given number.,"def prime_factors(n): factors = [] for i in range(2, n + 1): while n % i == 0: factors.append(i) n //= i return factors",Useful
Calculates the nth Fibonacci number using recursion.,"fn fibonacci(n: u32) -> u32 { match n { 0 => 0, 1 => 1, _ => fibonacci(n - 1) + fibonacci(n - 2) } }",Not Useful
Generates a random UUID.,"const generateUUID = () => { return 'xxxxxxxx-xxxx-4xxx-yxxx-xxxxxxxxxxxx'.replace(/[xy]/g, c => { const r = Math.random() * 16 | 0; const v = c === 'x' ? r : (r & 0x3 | 0x8); return v.toString(16); }); };",Useful
This function sorts an array using the merge sort algorithm.,def merge_sort(arr): if len(arr) > 1: mid = len(arr) // 2 left_half = arr[:mid] right_half = arr[mid:] merge_sort(left_half) merge_sort(right_half) i = j = k = 0 while i < len(left_half) and j < len(right_half): if left_half[i] < right_half[j]: arr[k] = left_half[i] i += 1 else: arr[k] = right_half[j] j += 1 k += 1 while i < len(left_half): arr[k] = left_half[i] i += 1 k += 1 while j < len(right_half): arr[k] = right_half[j] j += 1 k += 1 return arr,Not Useful
Implements a circular queue with enqueue and dequeue operations.,"class CircularQueue { private: int front, rear, size; int* queue; public: CircularQueue(int size) { this->size = size; front = rear = 0; queue = new int[size]; } void enqueue(int data) { queue[rear] = data; rear = (rear + 1) % size; } int dequeue() { int data = queue[front]; front = (front + 1) % size; return data; } };",Useful
Counts how many times an element appears in an array.,"def count_occurrences(arr, x): return arr.count(x)",Not Useful
"Creates a counter object with increment, decrement, and getCount methods.","const createCounter = () => { let count = 0; return { increment: () => { count++; return count; }, decrement: () => { count--; return count; }, getCount: () => count }; };",Useful
Checks if two strings are anagrams of each other.,"fn is_anagram(s1: &str, s2: &str) -> bool { let mut s1_chars: Vec<_> = s1.chars().collect(); let mut s2_chars: Vec<_> = s2.chars().collect(); s1_chars.sort(); s2_chars.sort(); s1_chars == s2_chars }",Useful
Calculates the area of a circle given its radius.,def calculate_area(radius): return 3.14 * radius ** 2,Not Useful
Implements a stack data structure with push and pop functionality.,class Stack { private: std::vector<int> stack; public: void push(int value) { stack.push_back(value); } int pop() { int value = stack.back(); stack.pop_back(); return value; } bool isEmpty() { return stack.empty(); } };,Useful
Filters out falsy values from an array.,function filterFalsy(arr) { return arr.filter(Boolean); },Not Useful
Finds the length of the longest substring without repeating characters.,"def length_of_longest_substring(s): chars = set() left = result = 0 for right in range(len(s)): if s[right] in chars: while s[left] != s[right]: chars.remove(s[left]); left += 1 chars.add(s[right]) result = max(result, right - left + 1) return result",Useful
Represents a graph using an adjacency list.,"class Graph { private: std::unordered_map<int, std::vector<int>> adjList; public: void addEdge(int v, int w) { adjList[v].push_back(w); } std::vector<int> getNeighbors(int v) { return adjList[v]; } };",Useful
Rotates a matrix 90 degrees clockwise.,def rotate_matrix(matrix): return [list(row) for row in zip(*matrix[::-1])],Not Useful
Sorts an array using the quicksort algorithm.,"const quickSort = (arr) => { if (arr.length <= 1) return arr; const pivot = arr[arr.length - 1]; const left = arr.filter(x => x < pivot); const right = arr.filter(x => x > pivot); return [...quickSort(left), pivot, ...quickSort(right)]; };",Not Useful
Calculates the greatest common divisor of two numbers using recursion.,"fn gcd(a: i32, b: i32) -> i32 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
Performs a binary search on a sorted array.,"def binary_search(arr, target): left, right = 0, len(arr) - 1 while left <= right: mid = (left + right) // 2 if arr[mid] == target: return mid elif arr[mid] < target: left = mid + 1 else: right = mid - 1 return -1",Not Useful
Limits the rate at which a function can be called.,"const debounce = (fn, delay) => { let timer; return function(...args) { const context = this; clearTimeout(timer); timer = setTimeout(() => fn.apply(context, args), delay); }; };",Useful
Implements a priority queue using a heap.,"class PriorityQueue { private: std::vector<int> heap; public: void push(int value) { heap.push_back(value); std::push_heap(heap.begin(), heap.end()); } int pop() { std::pop_heap(heap.begin(), heap.end()); int value = heap.back(); heap.pop_back(); return value; } };",Useful
Finds the missing number in a given array of integers.,def find_missing_number(arr): n = len(arr) + 1 total_sum = n * (n + 1) // 2 return total_sum - sum(arr),Useful
Merges two arrays and removes duplicates.,"const mergeArrays = (arr1, arr2) => { return [...new Set([...arr1, ...arr2])]; };",Useful
Solves the Tower of Hanoi problem using recursion.,"fn tower_of_hanoi(n: usize, source: &str, target: &str, auxiliary: &str) { if n == 1 { println!(""Move disk 1 from {} to {}"", source, target); return; } tower_of_hanoi(n - 1, source, auxiliary, target); println!(""Move disk {} from {} to {}"", n, source, target); tower_of_hanoi(n - 1, auxiliary, target, source); }",Useful
Finds the longest common prefix string among an array of strings.,def longest_common_prefix(strs): if not strs: return '' prefix = strs[0] for s in strs[1:]: while s[:len(prefix)] != prefix and prefix: prefix = prefix[:-1] return prefix,Useful
Implements an AVL tree with insertion logic.,"class AVLTree { private: struct Node { int key; Node* left; Node* right; int height; }; Node* insert(Node* node, int key) { // insert logic } };",Not Useful
Groups anagrams together from a list of strings.,def group_anagrams(strs): from collections import defaultdict anagrams = defaultdict(list) for s in strs: anagrams[tuple(sorted(s))].append(s) return list(anagrams.values()),Useful
Checks if a string is a palindrome.,const isPalindrome = (s) => { return s === s.split('').reverse().join(''); };,Not Useful
"Merges two dictionaries, summing values for common keys.","def merge_dicts(dict1, dict2): return {k: dict1.get(k, 0) + dict2.get(k, 0) for k in set(dict1) | set(dict2)}",Useful
Limits the rate at which a function can fire.,"function debounce(func, delay) { let timeout; return function(...args) { clearTimeout(timeout); timeout = setTimeout(() => func.apply(this, args), delay); }}",Useful
Defines a simple Graph class and initializes an empty node collection.,class Graph { constructor() { this.nodes = {}; } addNode(node) { this.nodes[node] = []; } },Useful
Calculates the factorial of a non-negative integer using recursion.,fn factorial(n: u32) -> u32 { if n == 0 { 1 } else { n * factorial(n - 1) } },Useful
Returns a list of unique elements from the input list.,def unique_elements(lst): return list(set(lst)),Useful
Fetches data from a URL and returns the parsed JSON response.,const fetchData = async (url) => { const response = await fetch(url); return response.json(); },Useful
A simple stack implementation using templates in C++.,template <typename T> class Stack { private: std::vector<T> elements; public: void push(const T& element) { elements.push_back(element); } },Useful
Flattens a list of lists into a single list.,def flatten(lst): return [item for sublist in lst for item in sublist],Useful
Limits the number of times a function can be called in a given time frame.,"function throttle(func, limit) { let lastFunc; let lastRan; return function() { const context = this; const args = arguments; if (!lastRan) { func.apply(context, args); lastRan = Date.now(); } else { clearTimeout(lastFunc); lastFunc = setTimeout(function() { if ((Date.now() - lastRan) >= limit) { func.apply(context, args); lastRan = Date.now(); } }, limit - (Date.now() - lastRan)); } } }",Useful
Defines a Node struct for a linked list and provides a method to add a new node.,"type Node struct { value int next *Node } func (n *Node) add(value int) { newNode := &Node{value: value, next: n.next} n.next = newNode }",Useful
Performs a binary search on a sorted array to find the target value.,"def binary_search(arr, target): low, high = 0, len(arr) - 1 while low <= high: mid = (low + high) // 2 if arr[mid] == target: return mid elif arr[mid] < target: low = mid + 1 else: high = mid - 1 return -1",Not Useful
Checks if a string is a palindrome by comparing it with its reverse.,function isPalindrome(str) { return str === str.split('').reverse().join(''); },Useful
Implements a queue with enqueue and dequeue operations.,class Queue { constructor() { this.items = []; } enqueue(element) { this.items.push(element); } dequeue() { return this.items.shift(); } },Useful
Sorts an array using the merge sort algorithm.,fn merge_sort(arr: &mut [i32]) { if arr.len() <= 1 { return; } let mid = arr.len() / 2; let mut left = arr[0..mid].to_vec(); let mut right = arr[mid..].to_vec(); merge_sort(&mut left); merge_sort(&mut right); let mut i = 0; let mut j = 0; let mut k = 0; while i < left.len() && j < right.len() { if left[i] <= right[j] { arr[k] = left[i]; i += 1; } else { arr[k] = right[j]; j += 1; } k += 1; } while i < left.len() { arr[k] = left[i]; i += 1; k += 1; } while j < right.len() { arr[k] = right[j]; j += 1; k += 1; } },Not Useful
Caches results of function calls to optimize performance.,def cache(func): cached_results = {} def wrapper(*args): if args in cached_results: return cached_results[args] result = func(*args) cached_results[args] = result return result return wrapper,Useful
Defines a binary tree and includes methods for inserting new values.,class BinaryTree { constructor(value) { this.value = value; this.left = null; this.right = null; } insert(value) { if (value < this.value) { if (this.left) { this.left.insert(value); } else { this.left = new BinaryTree(value); } } else { if (this.right) { this.right.insert(value); } else { this.right = new BinaryTree(value); } } } },Useful
Defines a Person struct and a method to greet.,"type Person struct { Name string Age int } func (p *Person) Greet() string { return ""Hello, my name is "" + p.Name }",Useful
Reverses the input string using Python slicing.,def reverse_string(s): return s[::-1],Useful
Determines if a number is prime by checking divisibility.,const isPrime = (num) => { if (num <= 1) return false; for (let i = 2; i <= Math.sqrt(num); i++) { if (num % i === 0) return false; } return true; },Useful
Calculates the nth Fibonacci number using recursion.,fn fibonacci(n: u32) -> u32 { if n <= 1 { return n; } fibonacci(n - 1) + fibonacci(n - 2) },Not Useful
Finds the maximum sum of a contiguous subarray using Kadane's algorithm.,"def find_max_subarray(arr): max_sum = current_sum = arr[0] for num in arr[1:]: current_sum = max(num, current_sum + num) max_sum = max(max_sum, current_sum) return max_sum",Useful
Implements a min-heap data structure with an insert method.,"class MinHeap { constructor() { this.heap = []; } insert(num) { this.heap.push(num); this.bubbleUp(); } bubbleUp() { let index = this.heap.length - 1; while (index > 0) { let parentIndex = Math.floor((index - 1) / 2); if (this.heap[parentIndex] <= this.heap[index]) break; [this.heap[parentIndex], this.heap[index]] = [this.heap[index], this.heap[parentIndex]]; index = parentIndex; } } }",Useful
Calculates the greatest common divisor using the Euclidean algorithm.,"fn gcd(a: u32, b: u32) -> u32 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
Calculates the product of all numbers in a list.,def product_of_list(lst): product = 1 for num in lst: product *= num return product,Useful
Recursively calculates the factorial of a number.,const factorial = (n) => { return n <= 1 ? 1 : n * factorial(n - 1); },Not Useful
Defines a base Shape class that requires an area method to be implemented.,class Shape { constructor(color) { this.color = color; } area() { throw 'Not implemented'; } },Useful
Sorts an array using the quick sort algorithm.,fn quick_sort(arr: &mut [i32]) { if arr.len() <= 1 { return; } let pivot = arr[arr.len() / 2]; let left: Vec<i32> = arr.iter().filter(|&&x| x < pivot).cloned().collect(); let right: Vec<i32> = arr.iter().filter(|&&x| x > pivot).cloned().collect(); quick_sort(&mut left); quick_sort(&mut right); arr.clear(); arr.extend(left); arr.push(pivot); arr.extend(right); },Not Useful
Counts the occurrences of each element in a list and returns a dictionary.,def count_occurrences(lst): from collections import Counter return dict(Counter(lst)),Useful
Finds the maximum value in an array.,function findMax(arr) { let max = arr[0]; for (let num of arr) { if (num > max) { max = num; } } return max; },Useful
Calculates the depth of a binary tree recursively.,"fn binary_tree_depth(node: &Option<Box<Node>>) -> usize { match node { Some(n) => 1 + std::cmp::max(binary_tree_depth(&n.left), binary_tree_depth(&n.right)), None => 0 } }",Not Useful
Splits a list into chunks of specified size.,"def chunk_list(lst, n): return [lst[i:i + n] for i in range(0, len(lst), n)]",Useful
Defines a Person class with a method to greet.,"class Person { constructor(name, age) { this.name = name; this.age = age; } greet() { return `Hello, my name is ${this.name}`; } }",Useful
Merges two sorted vectors into a single sorted vector.,"fn merge(left: Vec<i32>, right: Vec<i32>) -> Vec<i32> { let mut result = Vec::new(); let (mut i, mut j) = (0, 0); while i < left.len() && j < right.len() { if left[i] <= right[j] { result.push(left[i]); i += 1; } else { result.push(right[j]); j += 1; } } result.extend_from_slice(&left[i..]); result.extend_from_slice(&right[j..]); result",Useful
Counts down to zero using recursion.,function countDown(num) { if (num <= 0) { console.log('Done!'); return; } console.log(num); countDown(num - 1); },Not Useful
Checks if two strings are anagrams of each other.,"def is_anagram(str1, str2): return sorted(str1) == sorted(str2)",Useful
