Comments,Surrounding Code Context,Class
Calculates the edit distance between two strings using dynamic programming.,"def compute_edit_distance(s1: str, s2: str) -> int:
    m, n = len(s1), len(s2)
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    
    for i in range(m + 1):
        dp[i][0] = i
    for j in range(n + 1):
        dp[0][j] = j
    
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if s1[i-1] == s2[j-1]:
                dp[i][j] = dp[i-1][j-1]
            else:
                dp[i][j] = 1 + min(dp[i-1][j],      # deletion
                                   dp[i][j-1],      # insertion
                                   dp[i-1][j-1])    # substitution
    
    return dp[m][n]",Useful
This class implements a data structure.,"class FenwickTree {
    private tree: number[];

    constructor(n: number) {
        this.tree = new Array(n + 1).fill(0);
    }

    update(i: number, delta: number): void {
        while (i < this.tree.length) {
            this.tree[i] += delta;
            i += i & (-i);
        }
    }

    prefixSum(i: number): number {
        let sum = 0;
        while (i > 0) {
            sum += this.tree[i];
            i -= i & (-i);
        }
        return sum;
    }

    rangeSum(left: number, right: number): number {
        return this.prefixSum(right) - this.prefixSum(left - 1);
    }
}",Not Useful
Implements a search functionality using an inverted index.,"def tokenize(text):
    words = text.lower().split()
    return [word.strip('.,!?()[]{}') for word in words]

def build_inverted_index(documents):
    inverted_index = defaultdict(set)
    for doc_id, doc in enumerate(documents):
        for word in tokenize(doc):
            inverted_index[word].add(doc_id)
    return inverted_index

def search(query, inverted_index, documents):
    query_terms = tokenize(query)
    results = set.intersection(*[inverted_index[term] for term in query_terms if term in inverted_index])",Useful
Implements a binary tree with insertion functionality.,"class BinaryTreeNode:
    def __init__(self, key):
        self.left = None
        self.right = None
        self.val = key

class BinaryTree:
    def __init__(self):
        self.root = None

    def insert(self, key):
        if self.root is None:
            self.root = BinaryTreeNode(key)
        else:
            self._insert_recursively(self.root, key)

    def _insert_recursively(self, node, key):
        if key < node.val:
            if node.left is None:
                node.left = BinaryTreeNode(key)
            else:
                self._insert_recursively(node.left, key)
        else:
            if node.right is None:
                node.right = BinaryTreeNode(key)
            else:
                self._insert_recursively(node.right, key)",Not Useful
Transforms a function operating on strings/words to one operating on numeric indices,"def conjugate(self, f):
    return lambda i: self.word_index[f(self.index_word[i])]",Useful
"Splits the dataset into test, validation, and training sets based on repository IDs","test = empty | df.repo_id.map(test_repos.__contains__)
valid = ~empty & df.repo_id.map(valid_repos.__contains__)
train = ~valid & ~test",Useful
This function does something with caching,"def memoize(func):
    cache = {}
    def wrapper(*args):
        if args not in cache:
            cache[args] = func(*args)
        return cache[args]
    return wrapper",Not Useful
Parses a JSON configuration file into a specified Rust struct,"fn parse_config<T: DeserializeOwn>(config_path: &Path) -> Result<T, Box<dyn Error>> {
    let config_str = fs::read_to_string(config_path)?
    let config: T = serde_json::from_str(&config_str)?
    Ok(config)
}",Useful
Fetches data from a URL with exponential backoff retry mechanism,"async function fetchWithRetry(url, options = {}, maxRetries = 3) {
    for (let i = 0; i < maxRetries; i++) {
        try {
            const response = await fetch(url, options);
            if (!response.ok) throw new Error(`HTTP error! status: ${response.status}`);
            return await response.json();
        } catch (e) {
            if (i === maxRetries - 1) throw e;
            await new Promise(resolve => setTimeout(resolve, 1000 * Math.pow(2, i)));
        }
    }
}",Useful
Implements a thread-safe queue in C++ using mutex and condition variable,"template<typename T>
class ThreadSafeQueue {
private:
    std::queue<T> queue;
    mutable std::mutex mutex;
    std::condition_variable cond;

public:
    void push(T item) {
        std::unique_lock<std::mutex> lock(mutex);
        queue.push(std::move(item));
        lock.unlock();
        cond.notify_one();
    }

    T pop() {
        std::unique_lock<std::mutex> lock(mutex);
        cond.wait(lock, [this]{ return !queue.empty(); });
        T item = std::move(queue.front());
        queue.pop();
        return item;
    }
};",Useful
This function does something with generators,"def coroutine_decorator(func):
    def wrapper(*args, **kwargs):
        gen = func(*args, **kwargs)
        next(gen)
        return gen
    return wrapper

@coroutine_decorator
def grep(pattern):
    while True:
        line = yield
        if pattern in line:
            print(line)",Not Useful
Implements a parallel quicksort algorithm in Rust using the Rayon library,"fn parallel_quick_sort<T: Send + Ord>(v: &mut [T]) {
    if v.len() <= 1 {
        return;
    }
    let mid = partition(v);
    let (lo, hi) = v.split_at_mut(mid);
    rayon::join(|| parallel_quick_sort(lo),
                || parallel_quick_sort(hi));
}

fn partition<T: Ord>(v: &mut [T]) -> usize {
    let pivot = v.len() - 1;
    let mut i = 0;
    for j in 0..pivot {
        if v[j] <= v[pivot] {
            v.swap(i, j);
            i += 1;
        }
    }
    v.swap(i, pivot);
    i
}",Useful
Implements an LRU (Least Recently Used) cache in C++ using a list and unordered_map,"class LRUCache {
private:
    int capacity;
    list<pair<int, int>> cache;
    unordered_map<int, list<pair<int, int>>::iterator> map;

public:
    LRUCache(int capacity) : capacity(capacity) {}
    
    int get(int key) {
        if (map.find(key) == map.end()) return -1;
        cache.splice(cache.begin(), cache, map[key]);
        return map[key]->second;
    }
    
    void put(int key, int value) {
        if (get(key) != -1) {
            map[key]->second = value;
            return;
        }
        if (cache.size() == capacity) {
            int last = cache.back().first;
            cache.pop_back();
            map.erase(last);
        }
        cache.emplace_front(key, value);
        map[key] = cache.begin();
    }
};",Useful
This function does something with images,"def process_image(image_path):
    with Image.open(image_path) as img:
        img = img.convert('RGB')
        img = img.resize((224, 224))
        img_array = np.array(img) / 255.0
        img_tensor = tf.convert_to_tensor(img_array, dtype=tf.float32)
        img_tensor = tf.expand_dims(img_tensor, 0)
    return img_tensor",Not Useful
Demonstrates the use of async generators in JavaScript,"async function* asyncGenerator(start, end) {
    for (let i = start; i <= end; i++) {
        await new Promise(resolve => setTimeout(resolve, 1000));
        yield i;
    }
}

async function useAsyncGenerator() {
    for await (const num of asyncGenerator(1, 5)) {
        console.log(num);
    }
}",Useful
Implements a custom reduce function in Python,"def custom_reduce(function, iterable, initializer=None):
    it = iter(iterable)
    if initializer is None:
        try:
            initializer = next(it)
        except StopIteration:
            raise TypeError('reduce() of empty sequence with no initial value')
    accum_value = initializer
    for x in it:
        accum_value = function(accum_value, x)
    return accum_value",Useful
This struct does something with trees,"struct Trie {
    children: [Option<Box<Trie>>; 26],
    is_end: bool,
}

impl Trie {
    fn new() -> Self {
        Trie {
            children: Default::default(),
            is_end: false,
        }
    }
    
    fn insert(&mut self, word: String) {
        let mut node = self;
        for c in word.chars() {
            node = node.children[c as usize - 'a' as usize]
                .get_or_insert_with(|| Box::new(Trie::new()));
        }
        node.is_end = true;
    }
    
    fn search(&self, word: String) -> bool {
        self.find(word).map_or(false, |node| node.is_end)
    }
    
    fn starts_with(&self, prefix: String) -> bool {
        self.find(prefix).is_some()
    }
    
    fn find(&self, s: String) -> Option<&Trie> {
        let mut node = self;
        for c in s.chars() {
            match &node.children[c as usize - 'a' as usize] {
                Some(next) => node = next,
                None => return None,
            }
        }
        Some(node)
    }
}",Not Useful
Defines a Hashable concept and a HashMap class template in C++20,"template <typename T>
concept Hashable = requires(T a) {
    { std::hash<T>{}(a) } -> std::convertible_to<std::size_t>;
    { a == a } -> std::convertible_to<bool>;
    { a != a } -> std::convertible_to<bool>;
};

template <Hashable K, typename V>
class HashMap {
    // Implementation details...
};",Useful
Implements function currying in Python using a decorator,"def curry(func):
    def curried(*args):
        if len(args) >= func.__code__.co_argcount:
            return func(*args)
        return lambda *more_args: curried(*(args + more_args))
    return curried

@curry
def add(x, y, z):
    return x + y + z

print(add(1)(2)(3))  # Outputs: 6
print(add(1, 2)(3))  # Outputs: 6
print(add(1)(2, 3))  # Outputs: 6",Useful
Constructs a suffix array for a given string using the prefix doubling algorithm,"fn build_suffix_array(s: &str) -> Vec<usize> {
    let n = s.len();
    let mut sa: Vec<usize> = (0..n).collect();
    let mut rank: Vec<usize> = s.bytes().map(|b| b as usize).collect();
    let mut tmp = vec![0; n];
    let mut k = 1;
    while k < n {
        sa.sort_by_key(|&i| (rank[i], if i + k < n { rank[i + k] } else { 0 }));
        tmp[sa[0]] = 0;
        for i in 1..n {
            tmp[sa[i]] = tmp[sa[i - 1]]
                + ((rank[sa[i]], if sa[i] + k < n { rank[sa[i] + k] } else { 0 })
                    > (rank[sa[i - 1]], if sa[i - 1] + k < n { rank[sa[i - 1] + k] } else { 0 })) as usize;
        }
        std::mem::swap(&mut rank, &mut tmp);
        if rank[sa[n - 1]] == n - 1 {
            break;
        }
        k *= 2;
    }
    sa
}",Useful
This class does something with trees,"class FenwickTree:
    def __init__(self, n):
        self.n = n
        self.tree = [0] * (n + 1)

    def update(self, i, delta):
        while i <= self.n:
            self.tree[i] += delta
            i += i & (-i)

    def query(self, i):
        total = 0
        while i > 0:
            total += self.tree[i]
            i -= i & (-i)
        return total

    def range_query(self, left, right):
        return self.query(right) - self.query(left - 1)",Not Useful
Implements a function to count inversions in an array using merge sort,"fn count_inversions<T: Ord + Clone>(arr: &[T]) -> usize {
    fn merge_and_count<T: Ord + Clone>(left: &[T], right: &[T]) -> (Vec<T>, usize) {
        let mut result = Vec::with_capacity(left.len() + right.len());
        let mut count = 0;
        let mut i = 0;
        let mut j = 0;

        while i < left.len() && j < right.len() {
            if left[i] <= right[j] {
                result.push(left[i].clone());
                i += 1;
            } else {
                result.push(right[j].clone());
                count += left.len() - i;
                j += 1;
            }
        }

        result.extend_from_slice(&left[i..]);
        result.extend_from_slice(&right[j..]);

        (result, count)
    }

    fn merge_sort_and_count<T: Ord + Clone>(arr: &[T]) -> (Vec<T>, usize) {
        if arr.len() <= 1 {
            return (arr.to_vec(), 0);
        }

        let mid = arr.len() / 2;
        let (left, left_count) = merge_sort_and_count(&arr[..mid]);
        let (right, right_count) = merge_sort_and_count(&arr[mid..]);
        let (merged, merge_count) = merge_and_count(&left, &right);

        (merged, left_count + right_count + merge_count)
    }

    merge_sort_and_count(arr).1
}",Useful
Implements the Observer pattern in JavaScript,"class Observable {
    constructor() {
        this.observers = [];
    }

    subscribe(observer) {
        this.observers.push(observer);
    }

    unsubscribe(observer) {
        this.observers = this.observers.filter(obs => obs !== observer);
    }

    notify(data) {
        this.observers.forEach(observer => observer.update(data));
    }
}

class Observer {
    constructor(name) {
        this.name = name;
    }

    update(data) {
        console.log(`${this.name} received: ${data}`);
    }
}",Useful
This function calculates something,"def levenshtein_distance(s1, s2):
    m, n = len(s1), len(s2)
    dp = [[0] * (n + 1) for _ in range(m + 1)]

    for i in range(m + 1):
        dp[i][0] = i
    for j in range(n + 1):
        dp[0][j] = j

    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if s1[i-1] == s2[j-1]:
                dp[i][j] = dp[i-1][j-1]
            else:
                dp[i][j] = 1 + min(dp[i-1][j],      # deletion
                                   dp[i][j-1],      # insertion
                                   dp[i-1][j-1])    # substitution

    return dp[m][n]",Not Useful
Implements a simple regex compiler in Rust,"fn compile_regex(pattern: &str) -> Result<Regex, RegexError> {
    let mut stack = Vec::new();
    let mut output = String::new();

    for c in pattern.chars() {
        match c {
            '(' => stack.push(output.len()),
            ')' => {
                if let Some(start) = stack.pop() {
                    let group = &output[start..];
                    output.truncate(start);
                    output.push_str(&format!(""(?:{})"", group));
                } else {
                    return Err(RegexError::UnbalancedParentheses);
                }
            },
            '*' | '+' | '?' => {
                if output.is_empty() || output.ends_with('(') {
                    return Err(RegexError::InvalidQuantifier);
                }
                output.push(c);
            },
            '\' => {
                output.push(c);
                if let Some(next) = pattern.chars().next() {
                    output.push(next);
                } else {
                    return Err(RegexError::TrailingBackslash);
                }
            },
            _ => output.push(c),
        }
    }

    if !stack.is_empty() {
        return Err(RegexError::UnbalancedParentheses);
    }

    Regex::new(&output)
}",Useful
Implements a Skip List data structure in C++,"template <typename T>
class SkipList {
private:
    struct Node {
        T value;
        std::vector<Node*> forward;
        Node(T v, int level) : value(v), forward(level, nullptr) {}
    };

    Node* head;
    int max_level;
    float p;
    int level;

    int random_level() {
        int lvl = 1;
        while ((float)rand()/RAND_MAX < p && lvl < max_level) {
            lvl++;
        }
        return lvl;
    }

public:
    SkipList(int max_lvl = 32, float prob = 0.5) : max_level(max_lvl), p(prob), level(0) {
        head = new Node(T(), max_level);
    }

    void insert(T value) {
        std::vector<Node*> update(max_level, nullptr);
        Node* current = head;

        for (int i = level - 1; i >= 0; i--) {
            while (current->forward[i] && current->forward[i]->value < value) {
                current = current->forward[i];
            }
            update[i] = current;
        }

        int new_level = random_level();
        if (new_level > level) {
            for (int i = level; i < new_level; i++) {
                update[i] = head;
            }
            level = new_level;
        }

        Node* new_node = new Node(value, new_level);
        for (int i = 0; i < new_level; i++) {
            new_node->forward[i] = update[i]->forward[i];
            update[i]->forward[i] = new_node;
        }
    }

    bool search(T value) {
        Node* current = head;
        for (int i = level - 1; i >= 0; i--) {
            while (current->forward[i] && current->forward[i]->value < value) {
                current = current->forward[i];
            }
        }
        current = current->forward[0];
        return current && current->value == value;
    }
};",Useful
This function does something with graphs,"def topological_sort(graph):
    def dfs(node):
        if node in visited:
            return
        visited.add(node)
        for neighbor in graph[node]:
            dfs(neighbor)
        result.append(node)

    visited = set()
    result = []
    for node in graph:
        dfs(node)
    return result[::-1]",Not Useful
Implements a parser for arithmetic expressions using the Shunting Yard algorithm in Rust,"fn parse_arithmetic_expression(expr: &str) -> Result<f64, String> {
    let mut output_queue = Vec::new();
    let mut operator_stack = Vec::new();

    for token in expr.split_whitespace() {
        match token {
            ""("" => operator_stack.push(token),
            "")"" => {
                while let Some(op) = operator_stack.pop() {
                    if op == ""("" {
                        break;
                    }
                    output_queue.push(op);
                }
            },
            ""+"" | ""-"" | ""*"" | ""/"" => {
                while let Some(op) = operator_stack.last() {
                    if op == &""("" || precedence(token) > precedence(op) {
                        break;
                    }
                    output_queue.push(operator_stack.pop().unwrap());
                }
                operator_stack.push(token);
            },
            _ => output_queue.push(token),
        }
    }

    while let Some(op) = operator_stack.pop() {
        output_queue.push(op);
    }

    let mut stack = Vec::new();
    for token in output_queue {
        match token {
            ""+"" | ""-"" | ""*"" | ""/"" => {
                let b = stack.pop().ok_or(""Invalid expression"".to_string())?;
                let a = stack.pop().ok_or(""Invalid expression"".to_string())?;
                let result = match token {
                    ""+"" => a + b,
                    ""-"" => a - b,
                    ""*"" => a * b,
                    ""/"" => a / b,
                    _ => unreachable!(),
                };
                stack.push(result);
            },
            _ => stack.push(token.parse::<f64>().map_err(|_| ""Invalid number"".to_string())?),
        }
    }

    stack.pop().ok_or(""Invalid expression"".to_string())
}

fn precedence(op: &str) -> u8 {
    match op {
        ""+"" | ""-"" => 1,
        ""*"" | ""/"" => 2,
        _ => 0,
    }
}",Useful
Implements a Lazy Segment Tree data structure in C++ for range sum queries and updates,"class LazySegmentTree {
private:
    vector<int> tree, lazy;
    int n;

    void build(vector<int>& arr, int node, int start, int end) {
        if (start == end) {
            tree[node] = arr[start];
            return;
        }
        int mid = (start + end) / 2;
        build(arr, 2*node, start, mid);
        build(arr, 2*node+1, mid+1, end);
        tree[node] = tree[2*node] + tree[2*node+1];
    }

    void propagate(int node, int start, int end) {
        if (lazy[node] != 0) {
            tree[node] += (end - start + 1) * lazy[node];
            if (start != end) {
                lazy[2*node] += lazy[node];
                lazy[2*node+1] += lazy[node];
            }
            lazy[node] = 0;
        }
    }

    void update_range(int node, int start, int end, int l, int r, int val) {
        propagate(node, start, end);
        if (start > r || end < l) return;
        if (l <= start && end <= r) {
            tree[node] += (end - start + 1) * val;
            if (start != end) {
                lazy[2*node] += val;
                lazy[2*node+1] += val;
            }
            return;
        }
        int mid = (start + end) / 2;
        update_range(2*node, start, mid, l, r, val);
        update_range(2*node+1, mid+1, end, l, r, val);
        tree[node] = tree[2*node] + tree[2*node+1];
    }

    int query_range(int node, int start, int end, int l, int r) {
        propagate(node, start, end);
        if (start > r || end < l) return 0;
        if (l <= start && end <= r) return tree[node];
        int mid = (start + end) / 2;
        return query_range(2*node, start, mid, l, r) +
               query_range(2*node+1, mid+1, end, l, r);
    }

public:
    LazySegmentTree(vector<int>& arr) {
        n = arr.size();
        tree.resize(4*n);
        lazy.resize(4*n, 0);
        build(arr, 1, 0, n-1);
    }

    void update(int l, int r, int val) {
        update_range(1, 0, n-1, l, r, val);
    }

    int query(int l, int r) {
        return query_range(1, 0, n-1, l, r);
    }
};",Useful
This function finds something,"def lcs(X, Y):
    m = len(X)
    n = len(Y)
    L = [[0] * (n + 1) for _ in range(m + 1)]

    for i in range(m + 1):
        for j in range(n + 1):
            if i == 0 or j == 0:
                L[i][j] = 0
            elif X[i-1] == Y[j-1]:
                L[i][j] = L[i-1][j-1] + 1
            else:
                L[i][j] = max(L[i-1][j], L[i][j-1])

    index = L[m][n]
    lcs = ["""" for _ in range(index)]

    i, j = m, n
    while i > 0 and j > 0:
        if X[i-1] == Y[j-1]:
            lcs[index-1] = X[i-1]
            i -= 1
            j -= 1
            index -= 1
        elif L[i-1][j] > L[i][j-1]:
            i -= 1
        else:
            j -= 1

    return """".join(lcs)",Not Useful
Implements an asynchronous queue in JavaScript with controlled concurrency,"class AsyncQueue {
    constructor() {
        this.queue = [];
        this.pendingPromise = null;
    }

    enqueue(item) {
        return new Promise(resolve => {
            this.queue.push({
                item,
                resolve
            });
            this.dequeue();
        });
    }

    async dequeue() {
        if (this.pendingPromise || this.queue.length === 0) {
            return;
        }
        this.pendingPromise = new Promise(resolve => {
            setTimeout(async () => {
                const { item, resolve: itemResolve } = this.queue.shift();
                const result = await item();
                itemResolve(result);
                this.pendingPromise = null;
                resolve();
                this.dequeue();
            }, 0);
        });
        return this.pendingPromise;
    }
}",Useful
Implements the Aho-Corasick algorithm for multiple pattern matching,"def aho_corasick(patterns):
    class TrieNode:
        def __init__(self):
            self.children = {}
            self.fail = None
            self.output = []

    root = TrieNode()

    for i, pattern in enumerate(patterns):
        node = root
        for char in pattern:
            if char not in node.children:
                node.children[char] = TrieNode()
            node = node.children[char]
        node.output.append(i)

    queue = deque(root.children.values())
    while queue:
        node = queue.popleft()
        for char, child in node.children.items():
            queue.append(child)
            failure = node.fail
            while failure and char not in failure.children:
                failure = failure.fail
            child.fail = failure.children[char] if failure else root
            child.output += child.fail.output
",Useful
Implements a binary search tree insertion in C++,"struct Node {
    int data;
    Node* left;
    Node* right;
};

Node* insert(Node* root, int data) {
    if (!root) {
        Node* newNode = new Node();
        newNode->data = data;
        newNode->left = newNode->right = nullptr;
        return newNode;
    }
    if (data < root->data) {
        root->left = insert(root->left, data);
    } else {
        root->right = insert(root->right, data);
    }
    return root;
}",Useful
Implements the merge sort algorithm in Python,"def merge_sort(arr):
    if len(arr) > 1:
        mid = len(arr) // 2
        L = arr[:mid]
        R = arr[mid:]

        merge_sort(L)
        merge_sort(R)

        i = j = k = 0

        while i < len(L) and j < len(R):
            if L[i] < R[j]:
                arr[k] = L[i]
                i += 1
            else:
                arr[k] = R[j]
                j += 1
            k += 1

        while i < len(L):
            arr[k] = L[i]
            i += 1
            k += 1

        while j < len(R):
            arr[k] = R[j]
            j += 1
            k += 1
",Useful
Implements Dijkstra's algorithm for shortest paths in a graph,"fn dijkstra(graph: &Vec<Vec<(usize, usize)>>, start: usize) -> Vec<usize> {
    let n = graph.len();
    let mut dist = vec![usize::MAX; n];
    dist[start] = 0;
    let mut heap = BinaryHeap::new();
    heap.push(Reverse((0, start));

    while let Some(Reverse((cost, u))) = heap.pop() {
        if cost > dist[u] {
            continue;
        }
        for &(v, weight) in &graph[u] {
            let next = cost + weight;
            if next < dist[v] {
                dist[v] = next;
                heap.push(Reverse((next, v)));
            }
        }
    }
    dist
}",Useful
Implements binary search algorithm in Python,"def binary_search(arr, target):
    left, right = 0, len(arr) - 1
    while left <= right:
        mid = left + (right - left) // 2
        if arr[mid] == target:
            return mid
        elif arr[mid] < target:
            left = mid + 1
        else:
            right = mid - 1
    return -1",Useful
Calculates the area of a circle given its radius in Rust,"fn calculate_area(radius: f64) -> f64 {
    std::f64::consts::PI * radius * radius
}",Useful
Implements a stack data structure in Python,"class Stack:
    def __init__(self):
        self.items = []

    def push(self, item):
        self.items.append(item)

    def pop(self):
        return self.items.pop() if not self.is_empty() else None

    def is_empty(self):
        return len(self.items) == 0

    def peek(self):
        return self.items[-1] if not self.is_empty() else None",Useful
Calculates the factorial of a number recursively in Rust,"fn factorial(n: u32) -> u32 {
    if n == 0 {
        1
    } else {
        n * factorial(n - 1)
    }
}",Useful
Transforms a function operating on words to one operating on indices in a vocabulary.,"def conjugate(self, f):
    return lambda i: self.word_index[f(self.index_word[i])]",Useful
This function does something with caching.,"def memoize(func):
    cache = {}
    def wrapper(*args):
        if args not in cache:
            cache[args] = func(*args)
        return cache[args]
    return wrapper",Not Useful
"Parses a JSON configuration file, replacing escaped newlines, and deserializes it into a specified type.","fn parse_config<T: DeserializeOwn>(config_path: &Path) -> Result<T, Box<dyn Error>> {
    let config_str = fs::read_to_string(config_path)?
        .replace('\\n', ""\n"");
    let config: T = serde_json::from_str(&config_str)?;
    Ok(config)
}",Useful
Creates a debounced version of a function that delays its execution until after a specified time has elapsed since the last call.,"const debounce = (func, delay) => {
    let timeoutId;
    return (...args) => {
        clearTimeout(timeoutId);
        timeoutId = setTimeout(() => func(...args), delay);
    };
};",Useful
This class implements a queue.,"template <typename T>
class ThreadSafeQueue {
private:
    std::queue<T> queue;
    mutable std::mutex mutex;
    std::condition_variable cond;

public:
    void push(T value) {
        std::lock_guard<std::mutex> lock(mutex);
        queue.push(std::move(value));
        cond.notify_one();
    }

    T pop() {
        std::unique_lock<std::mutex> lock(mutex);
        cond.wait(lock, [this] { return !queue.empty(); });
        T value = std::move(queue.front());
        queue.pop();
        return value;
    }
};",Not Useful
"Implements an exponential backoff retry mechanism for asynchronous functions, with customizable max retries and initial delay.","async function retryWithBackoff(fn, maxRetries = 5, baseDelay = 1000) {
    for (let i = 0; i < maxRetries; i++) {
        try {
            return await fn();
        } catch (error) {
            if (i === maxRetries - 1) throw error;
            await new Promise(resolve => setTimeout(resolve, baseDelay * Math.pow(2, i)));
        }
    }
}",Useful
Decorator that primes a coroutine function by advancing it to its first yield point before returning it.,"def coroutine(func):
    def start(*args, **kwargs):
        cr = func(*args, **kwargs)
        next(cr)
        return cr
    return start",Useful
This function sorts an array.,"pub fn quick_sort<T: Ord>(arr: &mut [T]) {
    if arr.len() <= 1 {
        return;
    }
    let pivot = partition(arr);
    quick_sort(&mut arr[0..pivot]);
    quick_sort(&mut arr[pivot + 1..]);
}

fn partition<T: Ord>(arr: &mut [T]) -> usize {
    let pivot = arr.len() - 1;
    let mut i = 0;
    for j in 0..pivot {
        if arr[j] <= arr[pivot] {
            arr.swap(i, j);
            i += 1;
        }
    }
    arr.swap(i, pivot);
    i
}",Not Useful
Implements a Least Recently Used (LRU) cache with constant time complexity for both get and put operations.,"class LRUCache {
private:
    int capacity;
    list<pair<int, int>> cache;
    unordered_map<int, list<pair<int, int>>::iterator> map;

public:
    LRUCache(int capacity) : capacity(capacity) {}
    
    int get(int key) {
        if (map.find(key) == map.end()) return -1;
        cache.splice(cache.begin(), cache, map[key]);
        return map[key]->second;
    }
    
    void put(int key, int value) {
        if (map.find(key) != map.end()) {
            cache.erase(map[key]);
        } else if (cache.size() == capacity) {
            map.erase(cache.back().first);
            cache.pop_back();
        }
        cache.push_front({key, value});
        map[key] = cache.begin();
    }
};",Useful
Calculates the Levenshtein distance between two strings using dynamic programming.,"def levenshtein_distance(s1, s2):
    m, n = len(s1), len(s2)
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    
    for i in range(m + 1):
        dp[i][0] = i
    for j in range(n + 1):
        dp[0][j] = j
    
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if s1[i-1] == s2[j-1]:
                dp[i][j] = dp[i-1][j-1]
            else:
                dp[i][j] = 1 + min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1])
    
    return dp[m][n]",Useful
This function creates an observable object.,"const createObservable = () => {
    const observers = new Set();
    return {
        subscribe: (observer) => {
            observers.add(observer);
            return () => observers.delete(observer);
        },
        notify: (data) => observers.forEach(observer => observer(data))
    };
};",Not Useful
"Implements the Rabin-Karp string matching algorithm, returning all starting indices of pattern occurrences in the text.","pub fn rabin_karp(text: &str, pattern: &str) -> Vec<usize> {
    const BASE: u64 = 256;
    const PRIME: u64 = 101;
    
    let (n, m) = (text.len(), pattern.len());
    let mut result = Vec::new();
    if m > n { return result; }
    
    let mut pattern_hash = 0;
    let mut text_hash = 0;
    let mut h = 1;
    
    for _ in 0..m-1 {
        h = (h * BASE) % PRIME;
    }
    
    for i in 0..m {
        pattern_hash = (BASE * pattern_hash + pattern.as_bytes()[i] as u64) % PRIME;
        text_hash = (BASE * text_hash + text.as_bytes()[i] as u64) % PRIME;
    }
    
    for i in 0..=n-m {
        if pattern_hash == text_hash {
            if &text[i..i+m] == pattern {
                result.push(i);
            }
        }
        if i < n-m {
            text_hash = (BASE * (text_hash + PRIME - (text.as_bytes()[i] as u64 * h) % PRIME) % PRIME
                        + text.as_bytes()[i+m] as u64) % PRIME;
        }
    }
    
    result
}",Useful
"Decorator that transforms a function into a curried version, allowing partial application of arguments.","def curry(func):
    def curried(*args):
        if len(args) >= func.__code__.co_argcount:
            return func(*args)
        return lambda *more_args: curried(*(args + more_args))
    return curried",Useful
This class implements a buffer.,"template <typename T>
class CircularBuffer {
private:
    std::vector<T> buffer;
    size_t head = 0;
    size_t tail = 0;
    size_t max_size;
    bool full = false;

public:
    CircularBuffer(size_t size) : buffer(size), max_size(size) {}

    void push(T item) {
        buffer[head] = item;
        if (full) {
            tail = (tail + 1) % max_size;
        }
        head = (head + 1) % max_size;
        full = head == tail;
    }

    T pop() {
        if (empty()) {
            throw std::runtime_error(""Buffer is empty"");
        }
        T item = buffer[tail];
        full = false;
        tail = (tail + 1) % max_size;
        return item;
    }

    bool empty() const {
        return (!full && (head == tail));
    }

    bool full() const {
        return full;
    }

    size_t size() const {
        if (full) {
            return max_size;
        }
        if (head >= tail) {
            return head - tail;
        }
        return max_size + head - tail;
    }
};",Not Useful
"Implements a fetch function with a configurable timeout, using AbortController to cancel the request if it exceeds the specified time limit.","async function fetchWithTimeout(resource, options = {}) {
    const { timeout = 8000 } = options;
    
    const controller = new AbortController();
    const id = setTimeout(() => controller.abort(), timeout);
    
    const response = await fetch(resource, {
        ...options,
        signal: controller.signal  
    });
    clearTimeout(id);
    
    return response;
}",Useful
This function sorts a graph.,"def topological_sort(graph):
    def dfs(node):
        if node in visited:
            return
        visited.add(node)
        for neighbor in graph[node]:
            dfs(neighbor)
        result.append(node)
    
    visited = set()
    result = []
    for node in graph:
        dfs(node)
    return result[::-1]",Not Useful
"Counts the number of inversions in an array using a merge sort-based approach, with a time complexity of O(n log n).","pub fn count_inversions<T: Ord + Clone>(arr: &[T]) -> usize {
    fn merge_and_count<T: Ord + Clone>(left: &[T], right: &[T]) -> (Vec<T>, usize) {
        let mut result = Vec::with_capacity(left.len() + right.len());
        let mut inversions = 0;
        let mut i = 0;
        let mut j = 0;

        while i < left.len() && j < right.len() {
            if left[i] <= right[j] {
                result.push(left[i].clone());
                i += 1;
            } else {
                result.push(right[j].clone());
                inversions += left.len() - i;
                j += 1;
            }
        }

        result.extend_from_slice(&left[i..]);
        result.extend_from_slice(&right[j..]);

        (result, inversions)
    }

    fn merge_sort_and_count<T: Ord + Clone>(arr: &[T]) -> (Vec<T>, usize) {
        if arr.len() <= 1 {
            return (arr.to_vec(), 0);
        }

        let mid = arr.len() / 2;
        let (left, left_inv) = merge_sort_and_count(&arr[..mid]);
        let (right, right_inv) = merge_sort_and_count(&arr[mid..]);
        let (merged, merge_inv) = merge_and_count(&left, &right);

        (merged, left_inv + right_inv + merge_inv)
    }

    merge_sort_and_count(arr).1
}",Useful
